label,text,extracted_symp
common cold,"I lack energy and feel like my neck is bloated. My eyes are red, and my throat feels scratchy. I have severe congestion in my nostrils, and my face is under pressure. I can't smell anything, and my chest hurts.","fatigue, bloating, red_eyes, scratchy_throat, congestion, loss_of_smell, chest_pain"
common cold,"My neck is swollen, and I'm exhausted. My throat is scratchy, and my eyes are burning red. My nose is really clogged, and I am experiencing facial pressure. My chest hurts, and I'm unable to smell anything.","swollen_neck, exhaustion, scratchy_throat, burning_red_eyes, clogged_nose, facial_pressure, chest_pain, loss_of_smell"
common cold,"I've been feeling awful, with a lot of congestion and a runny nose. I've been coughing a lot and having a lot of chest pain. My fever has been really high, and I've been experiencing severe muscular discomfort.","congestion, runny_nose, coughing, chest_pain, fever, muscular_discomfort"
common cold,"I'm coughing nonstop and I'm shivering terribly. I have a stuffy nose and my face is under strain. In addition, my throat is coughing up some nasty gunk, and my chest hurts. My muscles hurt a lot, and I can't smell anything.","coughing, shivering, stuffy_nose, face_strain, throat_irritation, chest_pain, muscle_pain, loss_of_smell"
common cold,I can't stop coughing and I feel really cold. My sinuses are all blocked and I have a lot of mucus. My chest hurts and I can't smell anything. My muscles are also really sore.,"coughing, cold, sinus_blockage, mucus, chest_pain, loss_of_smell, muscle_pain"
common cold,"I'm coughing nonstop and am really chilly. My mucus production is excessive, and my sinuses are fully clogged. I can't smell anything, and my chest hurts. My muscles are quite painful as well.","coughing, chills, mucus_production, sinus_clogged, loss_of_smell, chest_pain, muscle_pain"
common cold,"I can't stop coughing and I'm freezing. My sinuses are completely blocked, and I'm inundated with mucous. My chest hurts, and I'm unable to smell anything. My muscles are also really achy.","coughing, cold, sinus_blockage, mucous, chest_pain, loss_of_smell, muscle_aches"
common cold,I've been really weary and ill. I've been suffering from a severe cough and sore throat. I've got a lot of chills and a pretty high temperature. I simply feel tired and run down.,"cough, sore_throat, chills, fever, fatigue"
common cold,"I've been experiencing severe weariness and a sickly sensation. My throat has been really painful and I've had a fairly severe cough. My nose has been quite stuffy, and I've had significant sinus pressure. I'm really miserable and extremely exhausted.","fatigue, cough, sinus_pressure, stuffy_nose"
common cold,"I've been quite exhausted and ill. My throat has been quite painful, and I've had a fairly nasty cough. I've got a lot of chills and a pretty high temperature. Simply put, I feel really run down and feeble.","painful_throat, cough, chills, fever, exhausted"
common cold,"My cough and cold have been awful for days. My sinuses are congested, and my face is under strain. Additionally, I've been coughing up phlegm, and it hurts in my chest. I have no sense of smell, and my muscles hurt a lot.","cough, cold, sinus_congestion, phlegm_production, loss_of_smell, muscle_pain"
common cold,"I've been coughing a lot and finding it difficult to breathe. My throat hurts and I feel like I have a lot of phlegm trapped in my chest. My nose has been running a lot, and I've been feeling really congested.","coughing, difficulty_breathing, throat_pain, phlegm_trapped, nose_running, congestion"
common cold,"I've had a nasty cough and cold for days. My sinuses are congested, and I have facial pressure. I've also been coughing up mucus, and it pains my chest. I can't smell anything and my muscles are aching.","cough, cold, sinus_congestion, facial_pressure, mucus_production, chest_pain, loss_of_smell, muscle_aches"
common cold,"My eyes are usually red and runny, and my nose is always stuffy. I've also been having difficulty breathing and my chest hurts. In addition, I can't smell anything and my muscles are quite painful.","redness, runny nose, difficulty_breathing, chest_pain, muscle_pain"
common cold,I've been feeling really sick and I've had a lot of fatigue. I've had a really bad cough and my throat has been really sore. I've had a lot of sinus pressure and my nose has been really congested. I just feel really run down and miserable.,"fatigue, cough, sore_throat, sinus_pressure, congestion"
common cold,"My eyes are always red and swollen, and I feel like there's something blocking my sinuses. I've been coughing up a lot of goo and my chest feels really heavy. I can't smell anything and my muscles are really sore","redness, swelling, sinus_blockage, coughing, goo, muscle_soreness"
common cold,"I've been coughing a lot and feeling chilly and shivery. My nose has been quite clogged, and I am experiencing facial pressure. I also have a lot of phlegm, and coughing pains my chest. I can't smell anything, and my muscles are aching.","coughing, chilly, shivery, nasal_clog, facial_pressure, phlegm, chest_pain, loss_of_smell, muscle_ache"
common cold,"I can't quit sneezing, and my nose is running. I'm also constantly chilly and exhausted, and I've been coughing a lot. My fever is also really high, well above usual.","sneezing, nose_running, chilly, exhaustion, coughing, fever"
common cold,"I can't stop sneezing and my nose is really runny. I'm also really cold and tired all the time, and I've been coughing a lot. My fever is really high too, like way above normal.","sneezing, runny_nose, cold, tiredness, coughing, fever"
common cold,"My eyes are always red and itchy, and my nose feels all stuffy and congested. I just feel kind of sick and tired all the time, and I keep coughing up all this gunk. My throat feels sore and scratchy, and I've noticed that the bumps on my neck are bigger than usual","redness, itchiness, stuffiness, congestion, coughing, gunk, sore_throat, bumps"
common cold,"I keep sneezing, and my eyes don't quit dripping. It's incredibly difficult for me to breathe because it feels like there is something trapped in my throat. I often feel exhausted, and lately, I've had a lot of phlegm. Moreover, my lymph nodes are enlarged.","sneezing, eye_discharge, difficulty_breathing, exhaustion, phlegm, enlarged_lymph_nodes"
common cold,"For days, I've had a nasty cough and cold. My sinuses are clogged, and I have facial pressure. I've also been creating phlegm, and coughing pains my chest. I can't smell anything, and my muscles are aching.","cough, cold, sinus_pressure, facial_pain, phlegm, chest_pain, loss_of_smell, muscle_aches"
common cold,"My eyes are constantly red and runny. A persistent tightness in my sinuses has also been bothering me. I've been having a lot of difficulties breathing and constantly feel fatigued. In addition, I have a lot of throat mucus and inflamed lymph nodes.","redness, runny_eyes, sinus_tightness, breathing_difficulties, fatigue, throat_mucus, inflamed_lymph_nodes"
common cold,"My nose feels quite clogged, and my eyes are constantly very red and runny. In addition, my chest hurts and I've been having a lot of breathing problems. In addition, my muscles feel quite painful, and I can't smell anything.","clogged_nose, red_eyes, runny_eyes, chest_pain, breathing_problems, muscle_pain, loss_of_smell"
common cold,"My eyes are usually red and inflamed, and I have the impression that something is clogging my sinuses. I've been coughing up a lot of gunk, and my chest hurts. I can't smell anything, and my muscles are aching.","redness, inflammation, sinus_clog, coughing, chest_pain, loss_of_smell, muscle_aches"
common cold,My eyes are red and watery all the time. I've also had this pressure in my sinuses that won't go away. I'm always feeling tired and I've been having a lot of trouble breathing. I've also had a lot of gunk in my throat and my lymph nodes are swollen.,"red_eyes, watery_eyes, sinus_pressure, difficulty_breathing, throat_gunk, swollen_lymph_nodes"
dengue,I have developed rashes on my body. I am also experiencing high fever along with chills and headache. My joints and back hurt and there is a strange pain in the back of my eyes.,"rashes, fever, chills, headache, joint_pain, back_pain, eye_pain"
dengue,I have been experiencing severe joint pain that is making my day very difficult. I feel like vomiting all the time and have a mild headache too.,"joint_pain, nausea, headache"
dengue,"I have been suffering from severe joint ache. I feel vomiting most of the time, and I am developing a moderate fever with chills. The fever that doesn't seem to come down even with medication.","joint_ache, fever, vomiting"
dengue,"I have been feeling nauseous and have a constant urge to vomit, which is accompanied with mild fever and headache. ","nausea, vomiting, fever, headache"
dengue,"I have developed a skin rash that covers my entire body and is accompanied by intense itching. My body pains and I have a mild fever, acompanied with headache and chills.","rash, itching, body_pains, fever, headache, chills"
dengue,"I'm experiencing extreme body pain, headache and vomiting. I've developed red spots that covers my entire body and causes severe itching.","pain, headache, vomiting, red_spots, itching"
dengue,"My back hurts all the time, and my arms and neck have rashes. The back of eyes pain a lot. I also have fever and it is making we worried about my health.","back_pain, rashes, eye_pain, fever"
dengue,There is a constant behind my eyes. I have developed red spots on my neck and face and rashes on my arms. My arms and legs pain a lot. . The spots are itchy and uncomfortable and it is worrying me.,"red_spots, itchy, uncomfortable, pain"
dengue,"There are rashes on my skin, which itch if I touch them. I don’t feel good as my joints pain whole day. At night, I have mild fever and get chills, because of which I can’t sleep too.","rashes, itching, joint_pain, fever, chills"
dengue,"I have been feeling nauseous and have a constant urge to vomit. I get high fever and chills every night and feel terrible because of this. Also, I feel I have lost my appetite.","nausea, vomiting, fever, chills, loss_of_appetite"
dengue,The body pain I have been feeling is extreme. I has lost my appetite and developed rashes on my arms and face. The back of my eyes pain a lot.,"extreme_body_pain, loss_of_appetite, skin_rashes, eye_pain"
dengue,I have a high fever along with a severe headache. The fever is accompanied by extreme body pain and chills. I am worried about my health and don’t know what to do.,"fever, headache, body_pain, chills"
dengue,"My whole body is paining a lot and I don’t feel like eating anything. I have mild fever and get chills every night. Also, there are some red spots developing on my back and neck.","pain, fever, chills, red_spots"
dengue,I have been experiencing a severe fever that is accompanied by pain behind my eyes and headache. I feel tired and exhasuted because of which I cannot do any work.,"fever, headache, exhaustion"
dengue,The muscle pain I have been experiencing is severe and feels like a constant ache. There are red spots all over my body and the itching is causing me a lot of discomfort.,"ache, red_spots, itching"
dengue,"As a result of my regular vomiting, I've lost my appetite. My muscles, joints and back constantly hurt. I am starting to have fever too. I am really worried and not sure what to do.","vomiting, loss_of_appetite, muscle_pain, joint_pain, back_pain, fever"
dengue,"I've been feeling sick and feel a strong need to vomit. There is a sharp ache behind my eyes, and swollen red dots all over my back.","vomiting, eye_ache, back_swelling"
dengue,"I have been experiencing muscle pain and headache. The muscle pain feels like a constant ache and is worse when I try to use the affected muscles. There are small red spots developing on my face, neck and arms.","muscle_pain, headache, red_spots"
dengue,I have developed rashes on my body that are itchy and. I have lost my appetite and feel very tired all day. I feel something is wrong with my body.,"rashes, itchiness, loss_of_appetite, fatigue"
dengue,I have been experiencing a severe headache that is accompanied by pain behind my eyes. I feel tired and fatigued because of which I cannot work all day. I am worried about my health.,"headache, eye_pain, fatigue, tiredness"
dengue,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. The fatigue is so severe that I struggle to get out of bed. I have noticed small red spots on my arms and legs. ","fatigue, energy_loss, red_spots"
dengue,"My joints and back pain everyday. I feel like vomitting and this has made me very weak. Because of my body pain, I am not able to focus on my work and don’t feel like doing anything.","joint_pain, back_pain, nausea, weakness, lack_of_focus"
dengue,"I have been vomiting frequently and have lost my appetite as a result. There are rashes on my skin and my eyes pain, because of which I cannot sleep properly.","vomiting, loss_of_appetite, skin_rash, eye_pain, insomnia"
dengue,"I've been suffering from significant joint pain, which makes it difficult for me to walk and carry out my everyday tasks. I've also lost my appetite, which makes me feel weak and feel like vomitting.","joint_pain, weakness, appetite_loss, nausea"
dengue,My shivers and shivering have been accompanied with a sensation of coldness and a very high fever. Rashes on my arms and red patches on my neck have also appeared. ,"shivering, fever, coldness, rashes, red_patches"
dengue,"I have been experiencing severe joint pain that makes it difficult for me to move and perform my daily activities. Also, I have lost my apetite because of which I feel weak.","joint_pain, weakness, loss_of_appetite"
dengue,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. I have developed rashes on my neck, which itch upon touching. ","fatigue, rashes, itching"
dengue,I have been experiencing chills and shivering. There is a strong pain in my back and also behind my eyes. I have also noticed small red spots on my back and neck. ,"chills, shivering, back_pain, eye_pain, red_spots"
dengue,I have developed red spots on my arms and legs that are itchy and inflamed. I have been feeling nauseaus and have a constant urge to vomit. This is accomapanied by mild fever.,"itchy, inflammation, nausea, fever"
dengue,"The vomiting I've been having has been followed by stomach pains and dizziness. I've lost my appetite and as a result feel weak. My arms, back, neck pain most of the time.","vomiting, stomach_pain, dizziness, weakness, appetite_loss, neck_pain, back_pain"
dengue,"I am experiencing very high fever and chills every night. It is really concerning me. Moreover, I don’t feel like eating anything and my back, arms, legs pain a lot. There is a strange pain behing my eyes. I can’t do any physical activities. ","fever, chills, loss_of_appetite, back_pain, arm_pain, leg_pain, eye_pain"
dengue,The nausea I have been feeling is accompanied by a loss of appetite and feeling of unease. There is a distinct pain in my back and muscles pain too. ,"nausea, loss_of_appetite, unease, back_pain, muscle_pain"
dengue,"My back hurts, and I have rashes on my arms and armpits. The back of my eyeballs hurt a lot. I also have a mild fever, which is making us concerned about my health. ","back_pain, rashes, eye_pain, fever"
dengue,The headache I have been experiencing is severe and is accompanied by a feeling of pressure in my head. I have mild fever along with headache. There are small red spots on my back.,"severe_headache, pressure_in_head, fever, red_spots"
dengue,I am facing severe joint pain and vomitting. I have developed a skin rash that covers my entire body and is accompanied by intense itching. ,"joint_pain, skin_rash, itching"
dengue,"I have been experiencing chills and shivering, despite being in a warm environment. My back pains all the time and there are red spots on my arms.","chills, shivering, back_pain, red_spots"
dengue,I have a high fever accompanied with severe headache and body pain. I experince chills every night. There is a distinct pain behind my eyes too.,"fever, headache, body_pain, chills, eye_pain"
dengue,The high fever I have been experiencing is accompanied by sweating and weakness. My muscles pain as a result I cannot work all day. ,"fever, sweating, weakness, muscle_pain"
dengue,"The fatigue I have been feeling is extreme and makes it difficult for me to perform even basic tasks. I feel vomitting and developed rashes on my arms, neck and legs. ","fatigue, vomiting, rashes"
dengue,I have been feeling nauseous and have a constant urge to vomit. There is a strong pain behind my eyes and there are small red spots all over my arms.,"nausea, vomiting, eye_pain, skin_rash"
dengue,I have been vomiting frequently and have lost my appetite as a result. My joints and back pain all the time.,"vomiting, loss_of_appetite, joint_pain, back_pain"
dengue,I have been experiencing muscle pain that makes it difficult for me to move around. I have lost my apetite and feel vomiting. My legs and back pain a lot. ,"muscle_pain, loss_of_appetite, vomiting, leg_pain, back_pain"
dengue,"I have been experiencing back pain that is worse when I sit or stand for a long time. Also, there are rashes all over my body. There is a pain behind my eyes too.","back_pain, rashes, eye_pain"
dengue,The skin rash I have developed is accompanied by redness and swelling. I don’t feel well as I have severe fever accompanied with body pain.,"redness, swelling, fever, body_pain"
dengue,The chills and shivering I have been experiencing are accompanied by a feeling of coldness and high fever. I have also developed rashes on my arms and red spots on my neck.,"chills, shivering, fever, rashes, red_spots"
dengue,"The joint pain I have been experiencing is severe and feels like a constant ache. My head aches most of the time and I am starting to develope mild fever, accompanied with chills. ","ache, fever, chills"
dengue,The vomiting I have been experiencing is accompanied by stomach cramps and dizziness. I have lost my apetite and feel weak as a result. There is a pain behind my eyes too.,"vomiting, stomach_cramp, dizziness, weakness, eye_pain"
dengue,I have developed red spots on my body that are itchy and inflamed. I am also experiencing high fever along with chills and shivering. ,"red_spots, itching, inflammation, fever, chills, shivering"
dengue,I have been experiencing a severe headache that is accompanied by pain behind my eyes. I have lost my apetite and experience chills every night. ,"severe_headache, pain_behind_eyes, loss_of_appetite, chills"
dengue,"I have developed a skin rash that covers my entire body. The rash is red and swollen, and is worse in certain areas such as my arms and legs. I have also lost my appetite. ","rash, redness, swelling, loss_of_appetite"
diabetes,"My entire body is trembling and shaky. I've lost my ability to taste and smell, and I'm worn out. I sometimes get a racing heart or palpitations.","trembling, shaky, loss_of_taste, loss_of_smell, racing_heart, palpitations"
diabetes,I often feel the want to urinate and experience these intense desires. I often feel dizzy and confused. I also lost my sight.,"urination_desire, dizziness, confusion, loss_of_sight"
diabetes,"I constantly have a dry cough. My infections don't seem to be healing, and I have palpitations. My throat hurts occasionally, but it does appear to get better.","cough, infections, palpitations, throat_pain"
diabetes,"I've been drinking more water and urinating more frequently. My throat and mouth frequently feel dry. Recently, both my hunger and appetite have grown.","throat_dryness, mouth_dryness, increased_appetite, increased_hunger"
diabetes,My wound is healing slowly and at a slower rate. My hands and feet are numb and tingling at the same time.,"slow_healing, numbness, tingling"
diabetes,"My throat and mouth are dry. I've also been getting hungry more and more. I do, however, occasionally feel rather exhausted.","dry_throat, dry_mouth, hunger, exhaustion"
diabetes,"I have rashes and skin irritations, especially in the crevices of my skin. My skin bruises and cuts also take a long time to heal.","rashes, skin_irritation, slow_healing"
diabetes,"My emotions change, and I have difficulties focusing. At times, my mind might be cloudy and hazy, making it challenging for me to do even simple tasks.","difficulty_focusing, cloudy_mind, hazy_mind"
diabetes,"My vision is foggy, and it appears to be growing worse. I feel exhausted and worn out all the time. I also have severe dizziness and lightheadedness on occasion.","foggy_vision, exhaustion, dizziness, lightheadedness"
diabetes,"I have respiratory issues, especially when doing out. Unexpectedly, I'm sweating and flushed. I frequently have yeast infections and urinary tract infections","sweating, flushed, yeast_infections, urinary_tract_infections"
diabetes,"I get skin irritations and rashes, especially in my skin's crevices. Cuts and bruises on my skin also take a while to heal.","irritation, rashes, slow_healing"
diabetes,Both my water intake and frequency of urination have increased. My mouth and throat feel dry a lot. My hunger and appetite have both increased recently.,"increased_thirst, increased_urination, dry_mouth, increased_hunger, increased_appetite"
diabetes,My wound is recovering more slowly now. Both my hands and feet are tingling and going numb. I feel very weak,"tingling, numbness, weakness"
diabetes,"I have a dry cough that never stops. I have palpitations and my infections don't appear to be getting better. Sometimes my throat hurts, but it seems to get better.","cough, palpitations, throat_pain"
diabetes,"I have breathing problems, especially when I'm outside. I'm suddenly flushed and perspiring. I experience yeast infections and urinary tract infections rather regularly.","breathing_problems, flushed, perspiring, yeast_infections, urinary_tract_infections"
diabetes,"My body is shaking and trembling. My senses of taste and smell have gotten weaker, and I feel exhausted. I occasionally have palpitations or a rapid pulse.","trembling, weakened_senses, exhaustion, palpitations"
diabetes,"Particularly in the crevices of my skin, I have skin rashes and irritations. My skin bruises and cuts take a while to heal as well.","rashes, irritations, skin_bruising, slow_healing"
diabetes,"I'm shaking and trembling all over. I've lost my sense of taste and smell, and I'm exhausted. I occasionally get palpitations or a speeding heart.","shaking, trembling, loss_of_taste, loss_of_smell, palpitations, speeding_heart"
diabetes,"I frequently feel the want to urinate and have these strong cravings. I get woozy and disoriented a lot. Moreover, I have lost my vision considerably","urination_cravings, dizziness, vision_loss"
diabetes,My wound is healing more slowly these days. My feet and hands are tingling and becoming numb. I feel really fragile.,"tingling, numbness, fragile"
diabetes,"My mouth and throat are dry. Additionally, I've been growing increasingly hungry. However, I do get periodic bouts of exhaustion.","dry_mouth, dry_throat, hunger, exhaustion"
diabetes,"My vision is blurry, and it feels like it's getting worse. All the time, I feel worn out and fatigued. I occasionally have extreme lightheadedness and vertigo as well.","blurry_vision, fatigue, lightheadedness, vertigo"
diabetes,"I experience skin irritations and rashes, especially in my skin's creases. Any wounds and bruises I have on my skin also heal quite slowly.","skin_irritation, skin_rash, slow_healing"
diabetes,"My emotions fluctuate, and it's hard for me to concentrate. My mind can be foggy and foggy at times, making it difficult for me to perform even simple chores.","fluctuation, fogginess, concentration_difficulty"
diabetes,I regularly experience these intense urges and the want to urinate. I frequently feel drowsy and lost. I've also significantly lost my vision.,"urination_urges, drowsiness, vision_loss"
diabetes,"My mouth and throat are dry. Additionally, I've been growing increasingly hungry. But on occasion, I do feel rather worn out.","dry_mouth, dry_throat, hunger, fatigue"
diabetes,My throat and mouth are dry. I've also been feeling more hungry and more hungry. But sometimes I do feel quite exhausted.,"dry_throat, dry_mouth, hunger, exhaustion"
diabetes,"I have trouble breathing, especially outside. I start to feel hot and start to sweat. I frequently have urinary tract infections and yeast infections.","trouble_breathing, hot_sensation, sweating, urinary_tract_infection, yeast_infection"
diabetes,I have mood changes and have difficulty concentrating. My mind feels hazy and foggy at times and it gets difficult to do even regular chores,"mood_changes, difficulty_concentrating, hazy_mind, foggy_mind"
diabetes,I have rashes and skin irritations especially in the folds of the skin. There is also very slow healing of any cuts and bruises I have on my skin,"rashes, skin_irritation, slow_healing"
diabetes,I have a frequent need to urinate and often have these uncontrollable urges. I feel dizzy and often confused. I have also been loss of visuals,"frequent_urination, uncontrollable_urges, dizziness, confusion, loss_of_vision"
diabetes,I have increased thirst and frequent urination. I often have a dry mouth and throat. Recently I have been having increased hunger and appetite,"thirst, frequent_urination, dry_mouth, dry_throat, increased_hunger, increased_appetite"
diabetes,I have persistent dry cough. My infections dont seem to be healing and I have palpitations. I also have this problem of sore throat that does seem to go away,"cough, infections, palpitations, sore_throat"
diabetes,"I constantly sneeze and have a dry cough. My infections don't seem to be healing, and I have palpitations. My throat does ache occasionally, but it usually gets better.","sneezing, coughing, infection_not_healing, palpitations, throat_ache"
diabetes,"I'm drinking more water and urinating more frequently. My throat and mouth are frequently dry. Recently, my appetite and hunger have both grown.","throat_dryness, mouth_dryness, increased_urination, increased_appetite, increased_hunger"
diabetes,"I have trouble focusing, and my emotions fluctuate. My brain might seem murky and foggy at times, making it difficult for me to complete even straightforward chores.","trouble_focusing, emotional_fluctuation, brain_murky, foggy"
diabetes,I have difficulty breathing especially during physical activity. I have unusual sweating and flushing. I frequently get yeast infections,"breathing_difficulty, sweating, flushing, yeast_infections"
diabetes,I have slow healing of wounds and cuts. I have this tingling sensation in my hand and numbness in both my hands and feet,"slow_healing, tingling, numbness"
diabetes,I have a feeling of tremors and muscle twitching. I have decreased sense of smell or taste and I feel fatigued. Sometimes I have a feeling of rapid hearbeat or palipatations,"tremors, muscle_twitching, fatigue, decreased_smell_taste, palpitations"
diabetes,I have a sluggish wound and reduced healing rate. My hands and feet are both numb and have this tingling sensation.,"numbness, tingling"
diabetes,I have a dry mouth and throat. I also have been experiencing an increased appetite and hunger. However I do feel very tired at times,"dry_mouth, dry_throat, increased_appetite, hunger, fatigue"
diabetes,I have blurred vision and it only seems to be getting worse. I feel fatigued and tired all the time. I also feel very dizzy and light headed at times,"blurred_vision, fatigue, dizziness, lightheadedness"
diabetes,"I have blurry vision, and it seems to be getting worse. I'm continuously fatigued and worn out. I also occasionally have acute lightheadedness and vertigo.","blurry_vision, fatigue, lightheadedness, vertigo"
diabetes,Both my water intake and frequency of urination have increased. My mouth and throat regularly feel dry. My appetite and hunger have both increased recently.,"increased_urination, dry_mouth, increased_appetite, increased_hunger"
diabetes,"My vision is foggy, and it seems to be growing worse. I'm constantly feeling worn out and exhausted. Additionally, I occasionally have severe lightheadedness and dizziness.","foggy_vision, exhaustion, lightheadedness, dizziness"
diabetes,"I have trouble breathing, especially when exercising. I'm flushed and sweating in an unexpected way. I have yeast infections a lot.","breathing_trouble, flushed, sweating, yeast_infections"
diabetes,I frequently feel the want to urinate and frequently have these strong cravings. I frequently feel woozy and bewildered. I've also had sight loss.,"urination_frequency, cravings, dizziness, vision_loss"
diabetes,I feel my muscles trembling and shaking. I feel worn out and my senses of taste and smell have diminished. Sometimes I have palpitations or a quick heartbeat.,"tremors, fatigue, loss_of_taste, loss_of_smell, palpitations"
diabetes,"I struggle to focus and have emotional swings. At times, my head seems cloudy and foggy, making it challenging for me to do even simple tasks.","fogginess, difficulty_focusing, emotional_fluctuations"
diabetes,"I have a chronic dry cough. I have palpitations and my infections don't appear to be getting better. I also have a painful throat issue, although it does seem to go away.","cough, palpitations, throat_pain"
dimorphic hemorrhoids,"It's incredibly difficult for me to use the restroom, and when I do, it hurts a lot. My stools have been bloody, and my butt has been hurting. My anus has also been quite itching and aggravated.","difficulty_with_bowel_movements, bloody_stools, anal_itching, anal_aggravation"
dimorphic hemorrhoids,"My bowel motions have been really difficult for me recently. Going is difficult, and it aches when I do. When I go, my anus bleeds and is really uncomfortable. I'm in a lot of discomfort and it hurts extremely bad.","difficulty_with_bowel_motions, anal_bleeding, discomfort, pain"
dimorphic hemorrhoids,I'm having a lot of trouble going to the bathroom and it's really painful when I do. My stool has been bloody and I've had some pain in my butt. My anus has been really itchy and irritated too.,"painful_defecation, bloody_stool, itchy_anus"
dimorphic hemorrhoids,I've been having trouble going to the bathroom. It's been really hard to go and it hurts when I do. My anus is really sore and it's been bleeding when I go. It's really painful and I'm really uncomfortable.,"difficulty_going, pain, bleeding, sore_anus"
dimorphic hemorrhoids,"I've been having difficulty using the restroom. It's been difficult to go, and it aches when I do. My anus is quite painful, and it has been bleeding whenever I go. It's excruciatingly painful, and I'm quite uneasy.","difficulty_urinating, anal_pain, bleeding"
dimorphic hemorrhoids,"I've recently been suffering from constipation and digestive discomfort. My anus is quite painful, and it has been bleeding whenever I go. It's excruciatingly painful, and I'm quite uneasy.","constipation, painful_anus, bleeding"
dimorphic hemorrhoids,"Constipation and soreness with bowel motions have been bothering me lately. When I go, my anus bleeds and is really uncomfortable. I'm in a lot of discomfort and it hurts extremely bad.","constipation, anal_bleeding, discomfort, pain"
dimorphic hemorrhoids,I've been having a lot of trouble with my bowel movements lately. It's hard to go and it hurts when I do. My anus is really sore and it's been bleeding when I go. It's really painful and I'm really uncomfortable.,"bowel_movements, pain, bleeding, anus_sore"
dimorphic hemorrhoids,"I've been finding it challenging to use the restroom. Going has been quite difficult, and it aches when I do. When I go, my anus bleeds and is really uncomfortable. I'm in a lot of discomfort and it hurts extremely bad.","difficulty_urinating, anal_bleeding, discomfort, pain"
dimorphic hemorrhoids,"I've been experiencing a lot of bowel movement issues recently. It's difficult to go, and it hurts when I do. My anus is quite painful, and it has been bleeding whenever I go. It's really painful and I'm really uncomfortable.","bowel_movement_issues, difficulty_passing_stool, anal_pain, bleeding"
dimorphic hemorrhoids,"I've been experiencing a lot of problems with my bowel motions recently. It's difficult to go, and it hurts when I do. My anus is quite painful, and it has been bleeding whenever I go. It's excruciatingly painful, and I'm quite uneasy.","difficulty_with_bowel_motions, painful_defecation, anal_bleeding, pain, unease"
dimorphic hemorrhoids,"My bowel motions are giving me a lot of problems right now. Going is difficult, and going hurts when I do it. When I go, my anus bleeds and is really uncomfortable. I'm in a lot of discomfort and it hurts extremely bad.","difficulty_passing_stool, anal_bleeding, discomfort, pain"
dimorphic hemorrhoids,"I've been having constipation and bowel motions that hurt recently. When I go, my anus bleeds and is really uncomfortable. I'm in a lot of discomfort and it hurts extremely bad.","constipation, bleeding, anal_discomfort, pain"
dimorphic hemorrhoids,"I've been getting a lot of bowel issues recently. It's difficult for me to go, and it hurts when I do. My anus is quite painful, and it has been bleeding whenever I go. It's excruciatingly painful, and I'm quite uneasy.","difficulty_with_bowel_movements, anal_pain, bleeding"
dimorphic hemorrhoids,I've been having a really hard time going to the bathroom lately. It's really painful and I'm only able to go every few days. There's also a lot of pain in my anus and around that area. My stool has been really bloody and my anus feels really irritated.,"painful_defecation, bloody_stool, anal_irritation"
dimorphic hemorrhoids,"I've been finding it incredibly difficult recently to use the restroom. I can only go sporadically because it hurts so much. My anus and the surrounding region are also quite painful. My anus feels really aggravated, and my stool has been extremely bloody.","difficulty_with_bowel_movements, anal_pain, bloody_stool"
dimorphic hemorrhoids,"Constipation has made it quite difficult for me to use the restroom. My stool has been bloody when I do go, and it hurts. In addition, my anus has been quite itchy and inflamed, and I've been experiencing some butt soreness.","constipation, bloody_stool, anal_itching, anal_inflammation, butt_soreness"
dimorphic hemorrhoids,Lately I've been experiencing constipation and pain during bowel movements. My anus is really sore and it's been bleeding when I go. It's really painful and I'm really uncomfortable.,"constipation, painful_bowel_movements, anal_bleeding, anal_soreness"
dimorphic hemorrhoids,"I've been experiencing a lot of bowel movement issues recently. It's difficult to go, and it hurts when I do. My anus is quite painful, and it has been bleeding whenever I go. It's excruciatingly painful, and I'm quite uneasy.","bowel_movement_issues, difficulty_passing_stool, anal_pain, bleeding"
dimorphic hemorrhoids,I'm having a lot of trouble with constipation and pain while trying to go to the bathroom. It hurts a lot in my anus and the area around it. My stool has been bloody and my anus is really irritated.,"constipation, pain, bloody_stool, irritation"
dimorphic hemorrhoids,"Constipation and bowel movement discomfort have been very common for me lately. The region surrounding my anus and I both ache a lot. My anus is really itchy, and my stool has been bloody.","constipation, bloody_stool, anal_itching"
dimorphic hemorrhoids,I'm having a lot of trouble with my bowel movements lately. It's hard to go and it hurts when I do. My anus is really sore and it's been bleeding when I go. It's really painful and I'm really uncomfortable.,"bowel_movement_difficulty, anal_bleeding, anal_sore, pain"
dimorphic hemorrhoids,"Since I've been constipated, using the restroom has been quite challenging. When I do go, it aches and I've had blood in my stool. My anus has been quite itchy and irritating, and I've also been experiencing some discomfort in my butt.","constipation, blood_in_stool, itching, anal_discomfort"
dimorphic hemorrhoids,"Lately I've been really constipated, and it's been really painful when I do go to the bathroom. I've also noticed some blood in my stool, and my anus has been really irritated.","constipation, painful_defecation, blood_in_stool, anal_irritation"
dimorphic hemorrhoids,"I've been experiencing problems using the restroom recently. It's quite difficult for me to go, and it hurts when I do. I've also been experiencing buttock soreness and bloody stools. My anus has also been quite itching and sensitive.","difficulty_passing_stool, pain_during_defecation, anal_itching, anal_sensitivity, bloody_stools"
